,,,,
,,,,
,,,,
,,,,
,,,,
Date,OPEN,HIGH,LOW,LAST
5/17/82,117.62,118.02,116.66,116.71
5/18/82,116.35,116.7,115.71,115.84
5/19/82,115.61,115.96,114.82,114.89
5/20/82,114.85,115.07,114.37,114.59
5/21/82,115.03,115.13,114.6,114.89
5/24/82,114.46,114.86,114.24,114.79
5/25/82,115.5,115.51,114.39,114.4
5/26/82,113.68,114.4,112.88,113.11
5/27/82,113.11,113.12,112.58,112.66
5/28/82,112.79,112.8,111.66,111.88
6/1/82,111.97,112.07,111.66,111.68
6/2/82,111.74,112.19,111.55,112.04
6/3/82,112.04,112.48,111.45,111.86
6/4/82,111.66,111.85,110.02,110.09
6/7/82,109.59,110.59,109.42,110.12
6/8/82,110.33,110.33,109.6,109.63
6/9/82,109.46,109.63,108.53,108.99
6/10/82,109.35,109.7,108.96,109.61
6/11/82,111.11,111.48,109.65,111.24
6/14/82,110.5,111.22,109.9,109.96
6/15/82,109.63,109.96,108.98,109.96
6/16/82,110.1,110.13,108.82,108.87
6/17/82,108.01,108.85,107.48,107.6
6/18/82,107.6,107.6,107.07,107.28
6/21/82,107.28,107.88,107.01,107.2
6/22/82,107.25,108.3,107.17,108.3
6/23/82,108.59,110.14,108.09,110.14
6/24/82,110.25,110.92,109.79,109.83
6/25/82,109.56,109.83,109.09,109.14
6/28/82,109.3,110.45,109.17,110.26
6/29/82,110.26,110.57,109.68,110.21
6/30/82,110.95,111,109.5,109.61
7/1/82,109.52,109.63,108.62,108.71
7/2/82,108.1,108.71,107.6,107.65
7/6/82,107.27,107.67,106.74,107.29
7/7/82,107.08,107.61,106.99,107.22
7/8/82,106.85,107.53,105.57,107.53
7/9/82,108.23,108.97,107.56,108.83
7/12/82,109.48,109.62,108.89,109.57
7/13/82,109.19,110.07,109.19,109.45
7/14/82,109.68,110.44,109.08,110.44
7/15/82,110.83,110.95,110.27,110.47
7/16/82,110.16,111.48,110.16,111.07
7/19/82,111.75,111.78,110.66,110.73
7/20/82,111.11,111.56,110.35,111.54
7/21/82,112.15,112.39,111.38,111.42
7/22/82,110.95,112.02,110.94,111.47
7/23/82,111.46,111.58,111.05,111.17
7/26/82,110.66,111.16,110.29,110.36
7/27/82,110.26,110.35,109.36,109.43
7/28/82,109.42,109.42,107.53,107.73
7/29/82,107.42,107.92,106.62,107.72
7/30/82,107.35,107.95,107.01,107.09
8/2/82,107.71,109.09,107.11,108.98
8/3/82,108.98,109.43,107.81,107.83
8/4/82,107.83,107.83,106.11,106.14
8/5/82,106.1,106.1,104.76,105.16
8/6/82,105.16,105.16,103.67,103.71
8/9/82,103.69,103.69,102.2,103.08
8/10/82,103.11,103.84,102.82,102.84
8/11/82,102.83,103.01,102.48,102.6
8/12/82,102.6,103.22,102.39,102.42
8/13/82,102.42,103.85,102.4,103.85
8/16/82,103.86,105.52,103.82,104.09
8/17/82,105.4,109.33,104.32,109.04
8/18/82,109.04,111.58,108.46,108.53
8/19/82,108.53,109.86,108.34,109.16
8/20/82,109.19,113.03,109.19,113.02
8/23/82,113.02,116.11,112.65,116.11
8/24/82,116.11,116.39,115.08,115.34
8/25/82,115.35,118.12,115.11,117.58
8/26/82,117.57,120.26,117.57,118.55
8/27/82,117.38,118.56,116.63,117.11
8/30/82,117.05,117.66,115.79,117.66
8/31/82,117.65,119.6,117.65,119.51
9/1/82,119.52,120.05,117.98,118.25
9/2/82,118.24,120.32,117.84,120.28
9/3/82,120.31,123.64,120.31,122.68
9/7/82,122.68,122.68,121.19,121.37
9/8/82,121.33,123.11,121.19,122.2
9/9/82,122.19,123.22,121.9,121.97
9/10/82,121.97,121.98,120.27,120.97
9/13/82,120.94,122.24,120.25,122.24
9/14/82,122.27,123.69,122.27,123.1
9/15/82,123.09,124.81,122.72,124.29
9/16/82,124.28,124.88,123.65,123.77
9/17/82,123.76,123.76,122.34,122.55
9/20/82,122.54,122.54,121.48,122.51
9/21/82,122.51,124.91,122.51,124.88
9/22/82,124.9,126.43,123.99,123.99
9/23/82,123.99,124.19,122.96,123.81
9/24/82,123.79,123.8,123.11,123.32
9/27/82,123.32,123.62,122.75,123.62
9/28/82,123.62,124.16,123.21,123.24
9/29/82,123.24,123.24,121.28,121.63
9/30/82,121.62,121.62,120.14,120.42
10/1/82,120.4,121.97,120.15,121.97
10/4/82,121.97,121.97,120.56,121.51
10/5/82,121.6,122.73,121.6,121.98
10/6/82,122,126.97,122,126.97
10/7/82,125.99,128.96,125.99,128.8
10/8/82,128.79,131.11,128.79,131.05
10/11/82,131.06,135.53,131.06,134.47
10/12/82,134.48,135.85,133.59,134.44
10/13/82,134.42,137.97,134.14,136.71
10/14/82,136.71,136.89,134.55,134.57
10/15/82,134.55,134.61,133.28,133.57
10/18/82,133.59,136.73,133.59,136.73
10/19/82,136.73,137.96,135.72,136.58
10/20/82,136.58,139.23,136.37,139.23
10/21/82,139.23,140.27,137.63,139.06
10/22/82,139.06,140.4,138.75,138.83
10/25/82,138.81,138.81,133.32,133.32
10/26/82,133.29,134.48,131.5,134.48
10/27/82,134.48,135.92,134.48,135.28
10/28/82,135.28,135.42,133.59,133.59
10/29/82,133.54,134.02,132.64,133.71
11/1/82,133.72,136.03,133.22,135.47
11/2/82,135.48,138.51,135.48,137.49
11/3/82,137.53,142.88,137.53,142.87
11/4/82,142.85,143.99,141.65,141.86
11/5/82,141.85,142.43,141.32,142.16
11/8/82,142.12,142.12,139.98,140.44
11/9/82,140.48,143.16,140.46,143.02
11/10/82,143.04,144.36,140.8,141.16
11/11/82,141.15,141.76,139.88,141.76
11/12/82,141.75,141.85,139.53,139.53
11/15/82,139.54,139.54,137,137.03
11/16/82,136.97,136.97,134.05,135.42
11/17/82,135.47,137.93,135.47,137.93
11/18/82,137.93,138.78,137.47,138.34
11/19/82,138.35,138.93,137,137.02
11/22/82,137.03,137.1,134.21,134.22
11/23/82,134.21,134.28,132.89,132.93
11/24/82,132.92,133.88,132.92,133.88
11/26/82,133.89,134.88,133.89,134.88
11/29/82,134.89,135.29,133.69,134.2
11/30/82,134.2,138.54,134.19,138.54
12/1/82,138.56,140.37,138.35,138.72
12/2/82,138.72,139.63,138.66,138.82
12/3/82,138.87,139.59,138.59,138.69
12/6/82,138.7,141.77,138.01,141.77
12/7/82,141.79,143.68,141.79,142.72
12/8/82,142.71,143.58,141.81,141.81
12/9/82,141.8,141.8,139.92,140
12/10/82,139.99,141.15,139.35,139.57
12/13/82,139.57,140.12,139.5,139.95
12/14/82,139.99,142.5,137.34,137.39
12/15/82,137.4,137.4,135.12,135.24
12/16/82,135.22,135.78,134.79,135.3
12/17/82,135.35,138.57,134.84,137.49
12/20/82,137.49,137.84,136.19,136.26
12/21/82,136.24,139.27,136.07,138.61
12/22/82,138.63,139.69,138.6,138.83
12/23/82,138.84,139.94,138.84,139.72
12/27/82,139.73,142.32,139.72,142.18
12/28/82,142.18,142.34,140.75,140.77
12/29/82,140.77,141.73,140.68,141.24
12/30/82,141.24,141.68,140.22,140.33
12/31/82,140.34,140.78,140.27,140.64
1/3/83,140.65,141.33,138.2,138.34
1/4/83,138.33,141.36,138.08,141.35
1/5/83,141.35,142.6,141.15,141.96
1/6/83,142.01,145.78,142.01,145.27
1/7/83,145.27,146.46,145.15,145.18
1/10/83,145.19,147.25,144.58,146.78
1/11/83,146.79,146.83,145.38,145.78
1/12/83,145.76,148.36,145.76,146.69
1/13/83,146.67,146.94,145.67,145.72
1/14/83,145.72,147.12,145.72,146.65
1/17/83,146.65,147.9,146.64,146.71
1/18/83,146.71,146.74,145.52,146.4
1/19/83,146.4,146.45,144.51,145.27
1/20/83,145.29,146.62,145.29,146.29
1/21/83,146.3,146.3,143.25,143.85
1/24/83,143.84,143.84,139.1,139.97
1/25/83,139.98,141.75,139.98,141.75
1/26/83,141.77,142.16,141.16,141.54
1/27/83,141.54,144.3,141.54,144.27
1/28/83,144.31,145.47,144.25,144.51
1/31/83,144.51,145.3,143.93,145.3
2/1/83,145.29,145.29,142.96,142.96
2/2/83,142.95,143.52,141.9,143.23
2/3/83,143.25,144.43,143.25,144.26
2/4/83,144.26,146.14,144.14,146.14
2/7/83,146.14,147.42,146.14,146.93
2/8/83,146.93,147.21,145.52,145.7
2/9/83,145.7,145.83,144.09,145
2/10/83,145.04,147.75,145.04,147.5
2/11/83,147.51,148.81,147.18,147.63
2/14/83,147.71,149.14,147.4,148.92
2/15/83,148.94,149.41,148.13,148.3
2/16/83,148.31,148.66,147.41,147.43
2/17/83,147.43,147.57,146.36,147.44
2/18/83,147.44,148.29,147.21,148
2/22/83,148.01,148.11,145.42,145.48
2/23/83,145.47,146.79,145.4,146.79
2/24/83,146.8,149.67,146.8,149.6
2/25/83,149.6,150.88,149.6,149.74
2/28/83,149.74,149.74,147.81,148.06
3/1/83,148.07,150.88,148.07,150.88
3/2/83,150.91,152.63,150.91,152.3
3/3/83,152.31,154.16,152.31,153.48
3/4/83,153.47,153.67,152.53,153.67
3/7/83,153.67,154,152.65,153.67
3/8/83,153.63,153.63,151.26,151.26
3/9/83,151.25,152.87,150.84,152.87
3/10/83,152.87,154.01,151.75,151.8
3/11/83,151.75,151.75,150.65,151.24
3/14/83,151.28,151.3,150.22,150.83
3/15/83,150.83,151.37,150.4,151.36
3/16/83,151.36,151.62,149.78,149.8
3/17/83,149.8,149.8,149.12,149.59
3/18/83,149.59,150.29,148.56,149.9
3/21/83,149.82,151.21,149.32,151.19
3/22/83,151.21,151.59,150.6,150.66
3/23/83,150.65,152.98,150.65,152.81
3/24/83,152.82,153.78,152.82,153.37
3/25/83,153.37,153.71,152.3,152.67
3/28/83,152.67,152.67,151.56,151.85
3/29/83,151.85,152.46,151.42,151.59
3/30/83,151.6,153.39,151.6,153.39
3/31/83,153.41,155.02,152.86,152.96
4/4/83,152.92,153.02,152.23,153.02
4/5/83,153.04,153.92,151.81,151.89
4/6/83,151.9,151.9,150.17,151.04
4/7/83,151.04,151.77,150.81,151.76
4/8/83,151.77,152.85,151.39,152.85
4/11/83,152.87,155.14,152.87,155.14
4/12/83,155.15,155.82,154.78,155.82
4/13/83,155.82,157.22,155.82,156.77
4/14/83,156.8,158.12,156.55,158.11
4/15/83,158.11,158.75,158.11,158.75
4/18/83,158.75,159.75,158.41,159.74
4/19/83,159.74,159.74,158.54,158.71
4/20/83,158.71,160.83,158.71,160.71
4/21/83,160.73,161.08,159.96,160.05
4/22/83,160.04,160.76,160.02,160.42
4/25/83,160.43,160.83,158.72,158.81
4/26/83,158.81,161.81,158.07,161.81
4/27/83,161.85,162.77,160.76,161.44
4/28/83,161.44,162.96,161.44,162.95
4/29/83,162.97,164.43,162.72,164.42
5/2/83,164.41,164.42,161.99,162.11
5/3/83,162.1,162.35,160.8,162.34
5/4/83,162.38,163.64,162.38,163.31
5/5/83,163.35,164.3,163.35,164.28
5/6/83,164.3,166.99,164.3,166.1
5/9/83,166.1,166.46,164.9,165.81
5/10/83,165.82,166.4,165.74,165.95
5/11/83,165.95,166.3,164.53,164.96
5/12/83,164.98,165.35,163.82,164.25
5/13/83,164.26,165.23,164.26,164.9
5/16/83,164.9,164.9,162.33,163.4
5/17/83,163.4,163.71,162.55,163.71
5/18/83,163.73,165.18,163.16,163.27
5/19/83,163.27,163.61,161.98,161.99
5/20/83,161.97,163.09,160.3,162.14
5/23/83,162.06,163.5,160.29,163.43
5/24/83,163.45,165.59,163.45,165.54
5/25/83,165.54,166.21,164.79,166.21
5/26/83,166.22,166.39,165.27,165.48
5/27/83,165.49,165.49,164.23,164.46
5/31/83,164.44,164.44,162.12,162.39
6/1/83,162.38,162.64,161.33,162.55
6/2/83,162.56,164,162.56,163.98
6/3/83,163.96,164.79,163.96,164.42
6/6/83,164.43,165.09,163.75,164.83
6/7/83,164.84,164.93,162.77,162.77
6/8/83,162.78,162.78,161.35,161.36
6/9/83,161.37,161.92,160.8,161.83
6/10/83,161.86,162.76,161.86,162.68
6/13/83,162.7,164.84,162.7,164.84
6/14/83,164.87,165.93,164.87,165.53
6/15/83,165.52,167.12,165.07,167.12
6/16/83,167.11,169.38,167.11,169.14
6/17/83,169.11,169.64,168.6,169.13
6/20/83,169.13,170.1,168.59,169.02
6/21/83,169.03,170.6,168.25,170.53
6/22/83,170.53,171.6,170.42,170.99
6/23/83,170.99,170.99,170.13,170.57
6/24/83,170.57,170.69,170.03,170.4
6/27/83,170.4,170.46,168.32,168.46
6/28/83,168.45,168.81,165.67,165.68
6/29/83,165.78,167.09,165.17,166.64
6/30/83,167.64,168.12,166.64,168.11
7/1/83,168.11,168.91,167.77,168.91
7/5/83,166.55,168.8,165.8,166.6
7/6/83,166.71,168.49,166.49,168.48
7/7/83,168.48,169.15,167.46,167.56
7/8/83,167.56,167.91,166.95,167.08
7/11/83,167.09,168.11,167.09,168.11
7/12/83,168.05,168.05,165.51,165.53
7/13/83,165,165.68,164.77,165.46
7/14/83,165.61,166.9,165.46,166.01
7/15/83,166.01,166.04,164.03,164.29
7/18/83,164.28,164.29,163.3,163.95
7/19/83,163.95,165.18,163.95,164.83
7/20/83,164.89,169.29,164.89,169.29
7/21/83,169.29,169.8,168.33,169.06
7/22/83,168.51,169.08,168.4,168.89
7/25/83,167.67,169.74,167.63,169.53
7/26/83,169.62,170.63,169.26,170.35
7/27/83,170.68,170.72,167.49,167.59
7/28/83,167.32,167.79,164.99,165.04
7/29/83,165.03,165.03,161.5,162.56
8/1/83,162.34,162.78,161.55,162.04
8/2/83,162.06,163.04,161.97,162.01
8/3/83,162.01,163.44,161.52,163.44
8/4/83,163.28,163.42,159.63,161.33
8/5/83,161.33,161.88,160.89,161.74
8/8/83,161.73,161.73,159.18,159.18
8/9/83,159.2,160.14,158.5,160.13
8/10/83,160.11,161.77,159.47,161.54
8/11/83,161.55,162.14,161.41,161.55
8/12/83,161.55,162.6,161.55,162.16
8/15/83,162.22,164.76,162.22,163.71
8/16/83,163.74,164.75,161.76,163.41
8/17/83,163.58,165.4,163.43,165.29
8/18/83,165.29,165.8,163.55,163.55
8/19/83,163.58,164.27,163.22,163.98
8/22/83,164.18,165.64,163.77,164.34
8/23/83,164.33,164.33,162.54,162.77
8/24/83,162.77,162.77,161.2,161.25
8/25/83,161.27,161.28,159.96,160.84
8/26/83,160.85,162.96,159.62,162.14
8/29/83,162.14,162.32,160.97,162.25
8/30/83,162.25,163.13,162.25,162.58
8/31/83,162.55,164.4,162.32,164.4
9/1/83,164.4,164.66,163.95,164.23
9/2/83,164.25,165.07,164.21,165
9/6/83,165.2,167.9,165.03,167.89
9/7/83,167.9,168.48,167.46,167.96
9/8/83,167.96,168.14,167.12,167.77
9/9/83,167.77,167.77,166.91,166.92
9/12/83,166.95,169.2,165.27,165.48
9/13/83,165.48,165.48,164.17,164.8
9/14/83,164.8,165.42,164.63,165.36
9/15/83,165.39,165.58,164.38,164.38
9/16/83,164.42,166.57,164.39,166.24
9/19/83,166.27,168.09,166.26,167.62
9/20/83,167.64,170.43,167.38,169.25
9/21/83,169.27,169.3,168.21,168.41
9/22/83,168.4,169.78,168.22,169.76
9/23/83,169.76,170.17,168.88,169.51
9/26/83,169.53,170.41,169.16,170.07
9/27/83,170.02,170.02,167.95,168.43
9/28/83,168.42,168.53,167.52,168.01
9/29/83,168.02,168.35,167.23,167.23
9/30/83,167.23,167.23,165.63,166.07
10/3/83,165.99,166.07,164.93,165.8
10/4/83,165.81,166.8,165.81,166.27
10/5/83,166.29,167.74,165.92,167.74
10/6/83,167.76,170.28,167.76,170.28
10/7/83,170.32,171.1,170.31,170.8
10/10/83,170.77,172.65,170.05,172.65
10/11/83,172.59,172.59,170.34,170.34
10/12/83,170.34,170.84,169.34,169.63
10/13/83,169.63,170.12,169.13,169.88
10/14/83,169.88,169.99,169.18,169.86
10/17/83,169.85,171.18,169.63,170.43
10/18/83,170.41,170.41,167.67,167.81
10/19/83,167.81,167.81,165.67,166.73
10/20/83,166.77,167.35,166.44,166.98
10/21/83,166.97,167.23,164.98,165.95
10/24/83,165.85,165.99,163.85,165.99
10/25/83,166,167.15,166,166.47
10/26/83,166.49,166.65,165.36,165.38
10/27/83,165.31,165.38,164.41,164.84
10/28/83,164.89,165.19,163.23,163.37
10/31/83,163.37,164.58,162.86,163.55
11/1/83,163.55,163.66,162.37,163.64
11/2/83,165.21,165.21,163.55,164.84
11/3/83,164.84,164.85,163.42,163.45
11/4/83,162.68,163.42,162.22,162.44
11/7/83,162.42,162.56,161.84,161.91
11/8/83,161.91,162.15,161.63,161.76
11/9/83,161.74,163.98,161.74,163.97
11/10/83,163.99,164.71,163.97,164.41
11/11/83,164.41,166.29,164.34,166.29
11/14/83,166.29,167.58,166.27,166.58
11/15/83,166.58,166.59,165.28,165.36
11/16/83,165.36,166.41,165.34,166.08
11/17/83,166.08,166.49,165.51,166.13
11/18/83,166.08,166.13,164.5,165.09
11/21/83,165.04,166.05,165,166.05
11/22/83,166.05,167.26,166.05,166.84
11/23/83,166.88,167.21,166.26,166.96
11/25/83,167.02,168.04,165.95,167.18
11/28/83,167.2,167.22,166.21,166.54
11/29/83,166.54,167.92,166.17,167.91
11/30/83,167.91,168.07,166.33,166.4
12/1/83,166.37,166.77,166.08,166.49
12/2/83,166.49,166.7,165.25,165.44
12/5/83,165.44,165.79,164.71,165.77
12/6/83,165.77,165.93,165.34,165.47
12/7/83,165.47,166.34,165.35,165.91
12/8/83,165.91,166.01,164.86,165.2
12/9/83,165.2,165.29,164.5,165.09
12/12/83,165.13,165.62,164.99,165.62
12/13/83,165.62,165.63,164.85,164.93
12/14/83,164.93,164.93,163.25,163.33
12/15/83,163.33,163.33,161.66,161.67
12/16/83,161.69,162.39,161.58,162.39
12/19/83,162.34,162.88,162.27,162.32
12/20/83,162.33,162.8,161.64,162
12/21/83,162,163.57,161.99,163.56
12/22/83,163.56,164.18,163.17,163.27
12/23/83,163.27,164.17,162.03,163.22
12/27/83,163.22,164.76,163.22,164.76
12/28/83,164.69,166.26,163.44,165.34
12/29/83,165.33,165.84,164.83,164.86
12/30/83,164.86,165.05,164.58,164.93
1/3/84,164.93,164.93,163.98,164.04
1/4/84,164.09,166.78,164.04,166.78
1/5/84,166.78,169.1,166.78,168.81
1/6/84,168.81,169.31,168.49,169.28
1/9/84,169.18,169.46,168.48,168.9
1/10/84,168.9,169.54,167.87,167.95
1/11/84,167.95,168.07,167.27,167.79
1/12/84,167.79,168.4,167.68,167.75
1/13/84,167.75,168.59,166.64,167.02
1/16/84,167.02,167.55,166.77,167.18
1/17/84,167.18,167.84,167.01,167.83
1/18/84,167.83,168.34,167.02,167.55
1/19/84,167.55,167.65,166.67,167.04
1/20/84,167.04,167.06,165.87,166.21
1/23/84,166.21,166.21,164.83,164.87
1/24/84,164.87,166.35,164.84,165.94
1/25/84,165.94,167.12,164.74,164.84
1/26/84,164.84,165.55,164.12,164.24
1/27/84,164.24,164.33,163.07,163.94
1/30/84,164.4,164.67,162.4,162.87
1/31/84,162.87,163.6,162.03,163.41
2/1/84,163.41,164,162.27,162.74
2/2/84,162.74,163.36,162.24,163.36
2/3/84,163.44,163.98,160.82,160.91
2/6/84,160.91,160.91,158.02,158.08
2/7/84,157.91,158.81,157.01,158.74
2/8/84,158.74,159.07,155.67,155.85
2/9/84,155.85,156.17,154.3,155.42
2/10/84,155.42,156.52,155.42,156.3
2/13/84,156.3,156.32,154.13,154.95
2/14/84,154.95,156.61,154.95,156.61
2/15/84,156.61,157.48,156.1,156.25
2/16/84,155.94,156.44,155.44,156.13
2/17/84,156.13,156.8,155.51,155.74
2/21/84,155.71,155.74,154.47,154.64
2/22/84,154.52,155.1,153.94,154.31
2/23/84,154.02,154.45,152.13,154.29
2/24/84,154.31,157.51,154.29,157.51
2/27/84,157.51,159.58,157.08,159.3
2/28/84,159.3,159.3,156.59,156.82
2/29/84,156.82,158.27,156.41,157.06
3/1/84,157.06,158.19,156.77,158.19
3/2/84,158.19,159.9,158.19,159.24
3/5/84,159.24,159.24,157.59,157.89
3/6/84,157.89,158.37,156.21,156.25
3/7/84,156.25,156.25,153.81,154.57
3/8/84,154.57,155.8,154.35,155.19
3/9/84,155.12,155.19,153.77,154.35
3/12/84,154.35,156.35,154.35,156.34
3/13/84,156.34,157.93,156.34,156.78
3/14/84,156.78,157.17,156.22,156.77
3/15/84,156.78,158.05,156.73,157.41
3/16/84,157.41,160.45,157.41,159.27
3/19/84,159.27,159.27,157.28,157.78
3/20/84,157.78,159.17,157.78,158.86
3/21/84,158.86,159.26,158.59,158.66
3/22/84,158.66,158.67,156.61,156.69
3/23/84,156.69,156.92,156.02,156.86
3/26/84,156.86,157.18,156.31,156.67
3/27/84,156.67,157.3,156.61,157.3
3/28/84,157.3,159.9,157.3,159.88
3/29/84,159.88,160.46,159.52,159.52
3/30/84,159.52,159.52,158.92,159.18
4/2/84,159.18,159.87,157.63,157.98
4/3/84,157.99,158.27,157.17,157.66
4/4/84,157.66,158.11,157.29,157.54
4/5/84,157.54,158.1,154.96,155.04
4/6/84,155.04,155.48,154.12,155.48
4/9/84,155.48,155.86,154.71,155.45
4/10/84,155.45,156.57,155.45,155.87
4/11/84,155.93,156.31,154.9,155
4/12/84,155,157.74,154.17,157.73
4/13/84,157.73,158.87,157.13,157.31
4/16/84,157.31,158.35,156.49,158.32
4/17/84,158.32,159.59,158.32,158.97
4/18/84,158.97,158.97,157.64,157.9
4/19/84,157.9,158.02,157.1,158.02
4/23/84,158.02,158.05,156.79,156.8
4/24/84,156.8,158.38,156.63,158.07
4/25/84,158.07,158.77,157.8,158.65
4/26/84,158.65,160.5,158.65,160.3
4/27/84,160.3,160.69,159.77,159.89
4/30/84,159.89,160.43,159.3,160.05
5/1/84,160.05,161.69,160.05,161.68
5/2/84,161.68,162.11,161.41,161.9
5/3/84,161.9,161.9,160.95,161.2
5/4/84,161.2,161.2,158.93,159.11
5/7/84,159.11,159.48,158.63,159.47
5/8/84,159.47,160.52,159.14,160.52
5/9/84,160.52,161.31,159.39,160.11
5/10/84,160.11,160.45,159.61,160
5/11/84,160,160,157.42,158.49
5/14/84,158.49,158.49,157.2,157.5
5/15/84,157.5,158.27,157.29,158
5/16/84,158,158.41,157.83,157.99
5/17/84,157.99,157.99,156.15,156.57
5/18/84,156.57,156.77,155.24,155.78
5/21/84,155.78,156.11,154.63,154.73
5/22/84,154.73,154.73,152.99,153.88
5/23/84,153.88,154.02,153.1,153.15
5/24/84,153.15,153.15,150.8,151.23
5/25/84,151.23,152.02,150.85,151.62
5/29/84,151.62,151.86,149.95,150.29
5/30/84,150.29,151.43,148.68,150.35
5/31/84,150.35,150.69,149.76,150.55
6/1/84,150.55,153.24,150.55,153.24
6/4/84,153.24,155.1,153.24,154.34
6/5/84,154.34,154.34,153.28,153.65
6/6/84,153.65,155.03,153.38,155.01
6/7/84,155.01,155.11,154.36,154.92
6/8/84,154.92,155.4,154.57,155.17
6/11/84,155.17,155.17,153,153.06
6/12/84,153.06,153.07,151.61,152.19
6/13/84,152.19,152.85,151.86,152.13
6/14/84,152.12,152.14,150.31,150.39
6/15/84,150.49,150.71,149.02,149.03
6/18/84,149.03,151.92,148.53,151.73
6/19/84,151.73,153,151.73,152.61
6/20/84,151.89,154.84,150.96,154.84
6/21/84,154.84,155.64,154.05,154.51
6/22/84,154.51,154.92,153.89,154.46
6/25/84,154.46,154.67,153.86,153.97
6/26/84,153.97,153.97,152.47,152.71
6/27/84,152.71,152.88,151.3,151.64
6/28/84,151.64,153.07,151.62,152.84
6/29/84,152.84,154.08,152.82,153.18
7/2/84,153.16,153.22,152.44,153.2
7/3/84,153.2,153.86,153.1,153.7
7/5/84,153.7,153.87,152.71,152.76
7/6/84,152.76,152.76,151.63,152.24
7/9/84,152.24,153.53,151.44,153.36
7/10/84,153.36,153.53,152.57,152.89
7/11/84,152.89,152.89,150.55,150.56
7/12/84,150.56,151.06,149.63,150.03
7/13/84,150.03,151.16,150.03,150.88
7/16/84,150.88,151.61,150.01,151.6
7/17/84,151.6,152.6,151.26,152.38
7/18/84,152.38,152.38,151.11,151.4
7/19/84,151.4,151.4,150.27,150.37
7/20/84,150.37,150.58,149.07,149.55
7/23/84,149.55,149.55,147.85,148.95
7/24/84,148.95,149.28,147.78,147.82
7/25/84,147.82,149.3,147.26,148.83
7/26/84,148.83,150.16,148.83,150.08
7/27/84,150.08,151.38,149.99,151.19
7/30/84,151.19,151.19,150.14,150.19
7/31/84,150.19,150.77,149.65,150.66
8/1/84,150.66,154.08,150.66,154.08
8/2/84,154.08,157.99,154.08,157.99
8/3/84,160.28,162.56,157.99,162.35
8/6/84,162.35,165.27,162.09,162.6
8/7/84,162.6,163.58,160.81,162.71
8/8/84,162.71,163.87,161.75,161.75
8/9/84,161.75,165.88,161.47,165.54
8/10/84,165.54,168.59,165.24,165.42
8/13/84,164.84,165.49,163.98,165.43
8/14/84,165.43,166.09,164.28,164.42
8/15/84,164.42,164.42,162.75,162.8
8/16/84,162.8,164.42,162.75,163.77
8/17/84,164.3,164.61,163.78,164.14
8/20/84,164.14,164.94,163.76,164.94
8/21/84,164.94,168.22,164.93,167.83
8/22/84,167.83,168.8,166.92,167.06
8/23/84,167.06,167.78,166.61,167.12
8/24/84,167.12,167.52,167.12,167.51
8/27/84,167.51,167.51,165.81,166.44
8/28/84,166.44,167.43,166.21,167.4
8/29/84,167.4,168.21,167.03,167.1
8/30/84,167.1,167.19,166.55,166.6
8/31/84,166.6,166.68,165.78,166.68
9/4/84,166.68,166.68,164.73,164.88
9/5/84,164.88,164.88,163.84,164.29
9/6/84,164.29,165.95,164.29,165.65
9/7/84,165.65,166.31,164.22,164.37
9/10/84,164.37,165.05,163.06,164.26
9/11/84,165.22,166.17,164.26,164.45
9/12/84,164.45,164.81,164.14,164.68
9/13/84,164.68,167.94,164.68,167.94
9/14/84,167.94,169.65,167.94,168.78
9/17/84,168.78,169.37,167.99,168.87
9/18/84,168.87,168.87,167.64,167.65
9/19/84,167.65,168.76,166.89,166.94
9/20/84,166.94,167.47,166.7,167.47
9/21/84,167.47,168.67,165.66,165.67
9/24/84,165.67,166.12,164.98,165.28
9/25/84,165.28,165.97,164.45,165.62
9/26/84,165.62,167.2,165.61,166.28
9/27/84,166.75,167.18,166.28,166.96
9/28/84,166.96,166.96,165.77,166.1
10/1/84,166.1,166.1,164.48,164.62
10/2/84,164.62,165.24,163.55,163.59
10/3/84,163.59,163.59,162.2,162.44
10/4/84,162.44,163.16,162.44,162.92
10/5/84,162.92,163.32,162.51,162.68
10/8/84,162.68,162.68,161.8,162.13
10/9/84,162.13,162.84,161.62,161.67
10/10/84,161.67,162.12,160.02,162.11
10/11/84,162.11,162.87,162,162.78
10/12/84,162.78,164.47,162.78,164.18
10/15/84,164.18,166.15,164.09,165.77
10/16/84,165.78,165.78,164.66,164.78
10/17/84,164.78,165.04,163.71,164.14
10/18/84,164.14,168.1,163.8,168.1
10/19/84,168.08,169.62,167.31,167.96
10/22/84,167.96,168.36,167.26,167.36
10/23/84,167.36,168.27,166.83,167.09
10/24/84,167.09,167.54,166.82,167.2
10/25/84,167.2,167.62,166.17,166.31
10/26/84,166.31,166.31,164.93,165.29
10/29/84,165.29,165.29,164.67,164.78
10/30/84,164.78,167.33,164.78,166.84
10/31/84,166.74,166.95,165.99,166.09
11/1/84,166.09,167.83,166.09,167.49
11/2/84,167.49,167.95,167.24,167.42
11/5/84,167.42,168.65,167.33,168.58
11/6/84,168.58,170.41,168.58,170.41
11/7/84,170.41,170.41,168.44,169.17
11/8/84,169.19,169.27,168.27,168.68
11/9/84,168.68,169.46,167.44,167.6
11/12/84,167.65,167.68,166.67,167.36
11/13/84,167.36,167.38,165.79,165.97
11/14/84,165.97,166.43,165.39,165.99
11/15/84,165.99,166.49,165.61,165.89
